Type,Date,Deliv Date,Num,Source-Name,Job-Sales Number,Item,Qty,Rcvd,Cost-Price,Amount,Item-Description,Open-Balance,Other,QT1,QT2,AT
Purchase Order,5/31/23,7/26/23,54911,Fiero Automation,GF12,BGL0033 (Balluff Thru-Beam Fork Sensor),2,2,596.57,1193.14,Balluff Thru-Beam Fork Sensor,0,GF12.213,,,
Purchase Order,6/7/23,6/7/23,54919,ProAutomation,GF12,ARIO-P-F1 (Autonics I/O Power Module),6,6,74.17,445.02,Autonics I/O Power Module,0,TBD,,,
Purchase Order,6/7/23,6/26/23,54922,Elesa USA Corp.,GF12,406936 (LMR.F-80-AS-M16x125),42,42,20.38,855.96,LMR.F-80-AS-M16x125,0,20x Assem 311,,,
Purchase Order,6/7/23,6/26/23,54922,Elesa USA Corp.,GF12,406421 (LMR.60-AS-M12x60 Leveling Foot),4,4,11.44,45.76,LMR.60-AS-M12x60 Leveling Foot,0,4x Assem 001,,,
Purchase Order,6/7/23,7/21/23,54923,Big Sky Energy Eq. Inc,GF12,GF12.311.01.A (M12 BRX MOUNT PLATE With M16 for leveling foot),22,22,38.5,847,M12 BRX MOUNT PLATE With M16 for leveling foot,0,Assem 311,,,
Purchase Order,6/7/23,7/21/23,54923,Big Sky Energy Eq. Inc,GF12,GF12.111.01.A (M8 Leveling foot Plate with M16),24,24,37.5,900,M8 Leveling foot Plate with M16,0,Assem 111,,,
Purchase Order,6/8/23,7/3/23,54924,"AAP Automation, Inc.",GF12,"22MDM03-0252400D010101 (2200 Series mid drive conveyor  V-guide belt tracking, 2.75in (70mm) wid...",2,2,1828.075,3656.15,"2200 Series mid drive conveyor  V-guide belt tracking, 2.75in (70mm) wide x  2.52ft (768mm) long...",0,GF12.330/.630,,,
Purchase Order,6/8/23,7/3/23,54924,"AAP Automation, Inc.",GF12,22M6BESD-2828 (Dorner Bottom Mount Pkg  2200 Series Standard Load 90 Degree bottom  mount packag...,2,2,379.725,759.45,Dorner Bottom Mount Pkg  2200 Series Standard Load 90 Degree bottom  mount package for a mid dri...,0,GF12.330/.630,,,
Purchase Order,6/8/23,7/3/23,54924,"AAP Automation, Inc.",GF12,"62M040ES423EN (Dorner Gear Motor  Standard load 90 Degree VFD Variable Speed  gearmotor, .38 Hp ...",2,2,688,1376,"Dorner Gear Motor  Standard load 90 Degree VFD Variable Speed  gearmotor, .38 Hp (.28kw), 230/46...",0,GF12.330/.630,,,
Purchase Order,6/8/23,7/3/23,54924,"AAP Automation, Inc.",GF12,22EDM03-050460B010101 (Dorner Drive Conveyor  2200 Series end drive conveyor with V-guide belt  ...,2,2,1231.5125,2463.03,"Dorner Drive Conveyor  2200 Series end drive conveyor with V-guide belt  tracking, 2.75in (70mm)...",0,GF12.300/.600,,,
Purchase Order,6/8/23,7/3/23,54924,"AAP Automation, Inc.",GF12,22MFES03B-2816 (Dorner Bottom Mount Pkg  2200 Series Standard Load 90 Degree flush  Bottom mount...,2,2,409.8125,819.63,Dorner Bottom Mount Pkg  2200 Series Standard Load 90 Degree flush  Bottom mount package for a e...,0,GF12.300/.600,,,
Purchase Order,6/8/23,7/3/23,54924,"AAP Automation, Inc.",GF12,62M060ES423EN (Dorner 2200 Series standard load 90 Degree),2,2,823.6154,1647.23,Dorner 2200 Series standard load 90 Degree,0,GF12.300/.600,,,
Purchase Order,6/8/23,7/3/23,54924,"AAP Automation, Inc.",GF12,22EDM03-068360C010101 (Dorner End Drive Conveyor  2200 Series end drive conveyor with V-guide be...,2,2,1347.7125,2695.43,"Dorner End Drive Conveyor  2200 Series end drive conveyor with V-guide belt  tracking, 2.75in (7...",0,GF12.300/.600,,,
Purchase Order,6/8/23,7/3/23,54924,"AAP Automation, Inc.",GF12,22MFES03C-2816 (Dorner Bottom Mount Pkg 6/19/2023 00:00:00  2200 Series Standard Load 90 Degree ...,2,2,409.81225,819.62,Dorner Bottom Mount Pkg 6/19/2023 00:00:00  2200 Series Standard Load 90 Degree flush  Bottom mo...,0,GF12.300/.600,,,
Purchase Order,6/8/23,7/3/23,54924,"AAP Automation, Inc.",GF12,62M060ES423EN (Dorner 2200 Series standard load 90 Degree),2,2,823.6154,1647.23,Dorner 2200 Series standard load 90 Degree,0,GF12.300/.600,,,
Purchase Order,6/8/23,7/3/23,54924,"AAP Automation, Inc.",GF12,32EDM48-0300202A010102 (Dorner Belted End Drive Conveyor 6/26/2023 00:00:00  3200 Series Belted ...,1,1,4472.6625,4472.66,Dorner Belted End Drive Conveyor 6/26/2023 00:00:00  3200 Series Belted end drive conveyor with ...,0,GF12.800,,,
Purchase Order,6/8/23,7/3/23,54924,"AAP Automation, Inc.",GF12,"32MBPSA-2016 (3200 & LPZ Series standard load bottom mounting package for an end drive conveyor,...",1,1,666.075,666.08,"3200 & LPZ Series standard load bottom mounting package for an end drive conveyor, mounted in th...",0,GF12.800,,,
Purchase Order,6/9/23,6/26/23,54926,"AAP Automation, Inc.",GF12,SV2000-55-1-11 (Individual Tie-rod for 11 stations),6,6,5.4642,32.79,Individual Tie-rod for 11 stations,0,USE I/O LIST + SMC BOM,,,
Purchase Order,6/9/23,6/26/23,54926,"AAP Automation, Inc.",GF12,SV2000-55-1-3 (Individual Tie-rod for 3 stations),15,15,2.9603,44.4,Individual Tie-rod for 3 stations,0,USE I/O LIST + SMC BOM,,,
Purchase Order,6/9/23,6/26/23,54926,"AAP Automation, Inc.",GF12,SV2000-55-1-5 (Tie-rod for 5 stations (individual tie-rod)),3,3,3.569,10.71,Tie-rod for 5 stations (individual tie-rod),0,USE I/O LIST + SMC BOM,,,
Purchase Order,6/9/23,6/26/23,54926,"AAP Automation, Inc.",GF12,SV2000-55-1-8-A (Tie-rod kit for 8 stations),2,2,13.3492,26.7,Tie-rod kit for 8 stations,0,USE I/O LIST + SMC BOM,,,
Purchase Order,6/9/23,6/26/23,54926,"AAP Automation, Inc.",GF12,"SY50M-1-11A1-C10 (SUP/EXH block assembly with 25-pin connector, 10mm push-in fittings)",10,10,49.3988,493.99,"SUP/EXH block assembly with 25-pin connector, 10mm push-in fittings",0,USE I/O LIST + SMC BOM,,,
Purchase Order,6/9/23,6/26/23,54926,"AAP Automation, Inc.",GF12,"SY50M-2-1DA-C8 (Manifold block assembly, 2 Pin, SY5000, A/B = push-in 8mm)",58,58,17.9833,1043.03,"Manifold block assembly, 2 Pin, SY5000, A/B = push-in 8mm",0,USE I/O LIST + SMC BOM,,,
Purchase Order,6/9/23,6/26/23,54926,"AAP Automation, Inc.",GF12,SY50M-26-1A (SMC Blanking Plate),17,17,5.6578,96.18,SMC Blanking Plate,0,USE I/O LIST + SMC BOM,,,
Purchase Order,6/9/23,6/26/23,54926,"AAP Automation, Inc.",GF12,"SY5100-5U1 (5/2 solenoid valve, 24VDC)",10,10,53.6595,536.6,"5/2 solenoid valve, 24VDC",0,USE I/O LIST + SMC BOM,,,
Purchase Order,6/9/23,6/26/23,54926,"AAP Automation, Inc.",GF12,"SY5300-5U1 (5/3 solenoid valve,closed center,24VDC)",21,21,83.1798,1746.78,"5/3 solenoid valve,closed center,24VDC",0,USE I/O LIST + SMC BOM,,,
Purchase Order,6/9/23,6/26/23,54926,"AAP Automation, Inc.",GF12,"SY5400-5U1-NA (5/3 solenoid valve, open center, 24VDC)",10,10,89.391,893.91,"5/3 solenoid valve, open center, 24VDC",0,USE I/O LIST + SMC BOM,,,
Purchase Order,6/9/23,6/26/23,54926,"AAP Automation, Inc.",GF12,VVQ2000-51A-C10 (SMC FITTING ASSY),20,20,3.3892,67.78,SMC FITTING ASSY,0,USE I/O LIST + SMC BOM,,,
Purchase Order,6/9/23,6/26/23,54926,"AAP Automation, Inc.",GF12,"SY50M-3-1A-N11 (SS5Y5 U SIDE END PLATE, NATURAL COLOR 4/5 PORT SOLENOID VALVE)",6,6,32.0242,192.15,"SS5Y5 U SIDE END PLATE, NATURAL COLOR 4/5 PORT SOLENOID VALVE",0,USE I/O LIST + SMC BOM,,,
Purchase Order,6/9/23,6/26/23,54926,"AAP Automation, Inc.",GF12,SY50M-4-1A (SY5000 MFLD COVER ASSY),4,4,1.7153,6.86,SY5000 MFLD COVER ASSY,0,USE I/O LIST + SMC BOM,,,
Purchase Order,6/9/23,6/26/23,54926,"AAP Automation, Inc.",GF12,SY50M-3-1AS-N11-D0 (SY5000 MANIFOLD SUP/EXH END BLOCK ASSY),4,4,33.117,132.47,SY5000 MANIFOLD SUP/EXH END BLOCK ASSY,0,USE I/O LIST + SMC BOM,,,
Purchase Order,6/12/23,7/17/23,54927,"AAP Automation, Inc.",GF12,3842535458 (BRX GOTO QUICK CONNECTOR N10 0∞),500,500,5.2857,2642.85,BRX GOTO QUICK CONNECTOR N10 0∞,0,TBD,,,
Purchase Order,6/12/23,7/17/23,54927,"AAP Automation, Inc.",GF12,3842535466 (BRX GOTO QUICK CONNECTOR N10 90∞),500,500,5.2857,2642.85,BRX GOTO QUICK CONNECTOR N10 90∞,0,TBD,,,
Purchase Order,6/12/23,6/19/23,54928,Mouser Electronics,GF12-33144,"FN3025 HL-10-71 (EMC/RFI FILTER, 3-PHASE, 10A LINE FILTER, PANEL MOUNT)",2,2,101.71,203.42,"EMC/RFI FILTER, 3-PHASE, 10A LINE FILTER, PANEL MOUNT",0,TBD,,,
Purchase Order,6/12/23,6/19/23,54928,Mouser Electronics,GF12-33144,"FN3025 HL-30-71 (EMC/RFI FILTER, 3-PHASE, 30A LINE FILTER, PANEL MOUNT)",1,1,127.94,127.94,"EMC/RFI FILTER, 3-PHASE, 30A LINE FILTER, PANEL MOUNT",0,TBD,,,
Purchase Order,6/12/23,7/24/23,54929,ProAutomation,GF12-33144,"ARIO-S-AI04V1 (Autonics 4-channel analog input, 0..10V)",3,3,274.55,823.65,"Autonics 4-channel analog input, 0..10V",0,TBD,,,
Purchase Order,6/12/23,6/28/23,54930,"AAP Automation, Inc.",GF12-33144,EX715U5P1 (Exor eX715 HMI),2,2,3259.4792,6518.96,Exor eX715 HMI,0,TBD,,,
Purchase Order,6/12/23,6/28/23,54930,"AAP Automation, Inc.",GF12-33144,TBL5ICPS (Tosibox Lock 500i),1,1,1411.4133,1411.41,Tosibox Lock 500i,0,TBD,,,
Purchase Order,6/12/23,6/28/23,54930,"AAP Automation, Inc.",GF12-33144,R911173397 (BRC XFE01.1-FB-03 BUS ADAPTOR),1,1,1233.1843,1233.18,BRC XFE01.1-FB-03 BUS ADAPTOR,0,TBD,,,
Purchase Order,6/12/23,8/4/23,54931,"TMMI, LLC",GF12-33144,"TL70GYRAT (BANNER TL70 TOWER LIGHT, BLACK HOUSING)",0,0,320.27,0,"BANNER TL70 TOWER LIGHT, BLACK HOUSING",0,TBD,,,
Purchase Order,6/12/23,6/19/23,54932,Online Components,GF12-33144,"VS-AVT-C08-L10 (Panduit VeriSafe 1.0 AVT, 8' (2.4m) system cable, 10' (3m) sensor leads)",4,4,397.68,1590.72,"Panduit VeriSafe 1.0 AVT, 8' (2.4m) system cable, 10' (3m) sensor leads",0,TBD,,,
Purchase Order,6/12/23,6/16/23,54933,Buyrexroth,GF12-33144,"R911172543 (BRC S20-DI-16/1 IO Block, 16 Point-Digital Input)",4,0,389.38,1557.52,"BRC S20-DI-16/1 IO Block, 16 Point-Digital Input",1557.52,TBD,,,
Purchase Order,6/12/23,6/27/23,54935,Saginaw Control & Engineering,GF12-33144,"SCE-LF24NO (LED light fixture w/o outlet, 24""x2.75""x4"" (LxHxD), 100..277VAC 50/60Hz, door activa...",2,2,180.54,361.08,"LED light fixture w/o outlet, 24""x2.75""x4"" (LxHxD), 100..277VAC 50/60Hz, door activated switch",0,TBD,,,
Purchase Order,6/12/23,6/27/23,54935,Saginaw Control & Engineering,GF12-33144,"SCE-N12FA10HF-230 (Saginaw FILTER FAN, 550CFM, 230VAC 50/60HZ, 0.35FLA)",1,1,456.5,456.5,"Saginaw FILTER FAN, 550CFM, 230VAC 50/60HZ, 0.35FLA",0,TBD,,,
Purchase Order,6/12/23,6/27/23,54935,Saginaw Control & Engineering,GF12-33144,SCE-N12FGA1010 (Saginaw Filter & Grille Assy. (Black)),1,1,48.2,48.2,Saginaw Filter & Grille Assy. (Black),0,TBD,,,
Purchase Order,6/12/23,7/7/23,54936,Keyence Corporation,GF12,GS-M51P (Keyence mag lock 500N M12 Connector type Standard type PNP),14,14,320,4480,Keyence mag lock 500N M12 Connector type Standard type PNP,0,GF12.121,,,
Purchase Order,6/12/23,7/7/23,54936,Keyence Corporation,GF12,GS-MA5M (Keyence GS-M5 Series Coding level Low Actuator),14,14,70,980,Keyence GS-M5 Series Coding level Low Actuator,0,GF12.121,,,
Purchase Order,6/12/23,7/7/23,54936,Keyence Corporation,GF12,"GS-P8LC1 (Safety Interlock Switch Cable Std.Extension,L-shaped,8 pin,M12,1m)",14,14,45,630,"Safety Interlock Switch Cable Std.Extension,L-shaped,8 pin,M12,1m",0,GF12.121,,,
Purchase Order,6/12/23,7/7/23,54936,Keyence Corporation,GF12,GS-P8C10 (M12 to flying lead connector type Standard cable Standard type (8-pin) 10 m),14,14,100,1400,M12 to flying lead connector type Standard cable Standard type (8-pin) 10 m,0,GF12.121,,,
Purchase Order,6/12/23,7/7/23,54936,Keyence Corporation,GF12,"GS-P8CC5 (Safety Interlock Switch Cable, Standard Extension, 8-pin, M12, 5m)",9,9,100,900,"Safety Interlock Switch Cable, Standard Extension, 8-pin, M12, 5m",0,GF12.121,,,
Purchase Order,6/12/23,7/7/23,54936,Keyence Corporation,GF12,"GS-P8CC1 (Safety Interlock Switch Cable, Standard Extension, 8-pin, M12, 1m)",4,4,88,352,"Safety Interlock Switch Cable, Standard Extension, 8-pin, M12, 1m",0,GF12.121,,,
Purchase Order,6/12/23,7/7/23,54937,"AAP Automation, Inc.",GF12,MV0000194957 (Stober K713WG0590ME30 Gearbox),2,2,6236.288,12472.58,Stober K713WG0590ME30 Gearbox,0,GF12.220,,,
Purchase Order,6/12/23,7/7/23,54937,"AAP Automation, Inc.",GF12,MV0000190342 (STOBER P731SPSS0100ME GEARBOX),5,5,2926.1097,14630.55,STOBER P731SPSS0100ME GEARBOX,0,GF12.133.303,,,
Purchase Order,6/12/23,7/7/23,54937,"AAP Automation, Inc.",GF12,MV0000190350 (STOBER K302SG0200ME20 Lower Side Seal Bar Gearboxes  Position shaft / pinion Shrin...,3,3,2926.0267,8778.08,STOBER K302SG0200ME20 Lower Side Seal Bar Gearboxes  Position shaft / pinion Shrink ring side 4 ...,0,GF12.412,,,
Purchase Order,6/12/23,7/7/23,54937,"AAP Automation, Inc.",GF12,MV0000190349 (STOBER K302SG0200ME20 Lower Side Seal Bar Gearboxes  Position shaft / pinion Shrin...,3,3,2926.0267,8778.08,STOBER K302SG0200ME20 Lower Side Seal Bar Gearboxes  Position shaft / pinion Shrink ring side 3 ...,0,GF12.422,,,
Purchase Order,6/12/23,7/7/23,54937,"AAP Automation, Inc.",GF12,MV0000190347 (STOBER K302SG0200ME20 - Lower Cross Seal Gearbox  Position shaft / pinion Shrink r...,1,1,2926.0267,2926.03,STOBER K302SG0200ME20 - Lower Cross Seal Gearbox  Position shaft / pinion Shrink ring side 3 Cov...,0,GF12.512,,,
Purchase Order,6/12/23,7/7/23,54937,"AAP Automation, Inc.",GF12,MV0000190348 (STOBER K302SG0200ME20 - Lower Cross Seal Gearbox  Position shaft / pinion Shrink r...,1,1,2926.0267,2926.03,STOBER K302SG0200ME20 - Lower Cross Seal Gearbox  Position shaft / pinion Shrink ring side 4 Cov...,0,GF12.522,,,
Purchase Order,6/12/23,7/7/23,54937,"AAP Automation, Inc.",GF12,MV0000187992 (STOBER P231SPSS0100ME),1,1,1018.9633,1018.96,STOBER P231SPSS0100ME,0,GF12.800,,,
Purchase Order,6/14/23,7/25/23,54934,"TMMI, LLC",GF12,"THCSNSNSSELEBP1PGEMQ9 (Fortress tGuard Assembly, Cap;Safety Lock;Safety Lock;Option 2 PTL Soleno...",6,6,910.93,5465.58,"Fortress tGuard Assembly, Cap;Safety Lock;Safety Lock;Option 2 PTL Solenoid and Safety Switch wi...",0,GF12.122,,,
Purchase Order,6/14/23,7/25/23,54934,"TMMI, LLC",GF12,CABLE-20M-TQ9 (Fortress M23 19 Pin Cable 20 Meter),6,6,456.4,2738.4,Fortress M23 19 Pin Cable 20 Meter,0,GF12.122,,,
Purchase Order,6/14/23,7/25/23,54934,"TMMI, LLC",GF12,TKS (Fortress tGard Key Std),12,12,22.29,267.48,Fortress tGard Key Std,0,GF12.122,,,
Purchase Order,6/15/23,8/17/23,54940,"AAP Automation, Inc.",GF12,"R911371997 (BRC RG2-002ABB-NN-010,0 - 10 Meter Encoder extension cable)",5,5,183.8598,919.3,"BRC RG2-002ABB-NN-010,0 - 10 Meter Encoder extension cable",0,2x unwind rolls 3x seg nips,,,
Purchase Order,6/15/23,8/17/23,54940,"AAP Automation, Inc.",GF12,"R911380258 (BRC RL2-043DBB-NN-015,0)",2,2,595.0829,1190.17,"BRC RL2-043DBB-NN-015,0",0,2x unwind nips,,,
Purchase Order,6/15/23,8/17/23,54940,"AAP Automation, Inc.",GF12,"R911371236 (BRC RG2-002ABB-NN-015,0 - Encoder cable ready-made: RG2)",2,2,221.6676,443.34,"BRC RG2-002ABB-NN-015,0 - Encoder cable ready-made: RG2",0,2x unwind nips,,,
Purchase Order,6/15/23,8/17/23,54940,"AAP Automation, Inc.",GF12,"R911372064 (BRC RH2-023DBB-NN-010,0)",2,2,475.9503,951.9,"BRC RH2-023DBB-NN-010,0",0,Side Seals,,,
Purchase Order,6/15/23,8/17/23,54940,"AAP Automation, Inc.",GF12,"R911380257 (BRC RL2-043DBB-NN-010,0)",5,5,481.3481,2406.74,"BRC RL2-043DBB-NN-010,0",0,2x unwind rolls 3x seg nips,,,
Purchase Order,6/15/23,8/17/23,54940,"AAP Automation, Inc.",GF12,BRC EXPEDITE FEE (BOSCH 15% EXPEDITING FEE),5,5,67.3887,336.94,BOSCH 15% EXPEDITING FEE,0,,,,
Purchase Order,6/15/23,8/17/23,54940,"AAP Automation, Inc.",GF12,BRC EXPEDITE FEE (BOSCH 15% EXPEDITING FEE),5,0,25.7404,128.7,BOSCH 15% EXPEDITING FEE,128.7,,,,
Purchase Order,6/15/23,8/17/23,54940,"AAP Automation, Inc.",GF12,BRC EXPEDITE FEE (BOSCH 15% EXPEDITING FEE),2,2,83.3113,166.62,BOSCH 15% EXPEDITING FEE,0,,,,
Purchase Order,6/15/23,8/17/23,54940,"AAP Automation, Inc.",GF12,BRC EXPEDITE FEE (BOSCH 15% EXPEDITING FEE),2,1,31.0282,62.06,BOSCH 15% EXPEDITING FEE,31.03,,,,
Purchase Order,6/15/23,8/17/23,54940,"AAP Automation, Inc.",GF12,BRC EXPEDITE FEE (BOSCH 15% EXPEDITING FEE),2,0,66.633,133.27,BOSCH 15% EXPEDITING FEE,133.27,,,,
Purchase Order,6/16/23,6/16/23,54941,Automation Direct,GF12-33144,"64580075 (WERMA stack light 70mm buzzer element, 85 dB at 1m, continuous or pulse tone(s), 24 VA...",2,2,55,110,"WERMA stack light 70mm buzzer element, 85 dB at 1m, continuous or pulse tone(s), 24 VAC/VDC, IP65.",0,TBD,,,
Purchase Order,6/16/23,6/16/23,54941,Automation Direct,GF12-33144,"64080000 (WERMA terminal element, 70mm diameter, cage clamp, base or bracket mount, IP65. Cap an...",2,2,30,60,"WERMA terminal element, 70mm diameter, cage clamp, base or bracket mount, IP65. Cap and seal inc...",0,TBD,,,
Purchase Order,6/16/23,6/16/23,54941,Automation Direct,GF12-33144,"64110000 (WERMA incandescent light element, 70mm diameter, red, permanent light function, 12-240...",2,2,23,46,"WERMA incandescent light element, 70mm diameter, red, permanent light function, 12-240 VAC/VDC, ...",0,TBD,,,
Purchase Order,6/16/23,6/16/23,54941,Automation Direct,GF12-33144,"64120000 (WERMA incandescent light element, 70mm diameter, green, permanent light function, 12-2...",2,2,23,46,"WERMA incandescent light element, 70mm diameter, green, permanent light function, 12-240 VAC/VDC...",0,TBD,,,
Purchase Order,6/16/23,6/16/23,54941,Automation Direct,GF12-33144,"64130000 (WERMA incandescent light element, 70mm diameter, yellow, permanent light function, 12-...",2,2,23,46,"WERMA incandescent light element, 70mm diameter, yellow, permanent light function, 12-240 VAC/VD...",0,TBD,,,
Purchase Order,6/16/23,6/16/23,54941,Automation Direct,GF12-33144,"95584035 (WERMA bulb, incandescent, replacement, 24 VDC, BA15d bayonet, clear/white, 5W.)",10,10,8.25,82.5,"WERMA bulb, incandescent, replacement, 24 VDC, BA15d bayonet, clear/white, 5W.",0,TBD,,,
Purchase Order,6/16/23,9/15/23,54942,"AAP Automation, Inc.",GF12,"R160510331 L-1200mm T-30mm (15mm Ball Rail, hole punch frame)",4,4,365.86,1463.44,"15mm Ball Rail, hole punch frame",0,", 4x241.301,",,,
Purchase Order,6/16/23,9/15/23,54942,"AAP Automation, Inc.",GF12,"R160520131 L-176mm  T-28mm (25mm Ball Rail, Nips)",10,10,87.94,879.4,"25mm Ball Rail, Nips",0,", 6x130.310, 4x230.308,",,,
Purchase Order,6/16/23,9/15/23,54942,"AAP Automation, Inc.",GF12,"R160520131 L-236mm  T-28mm (25mm Ball Rail, Unwind Rolls)",12,12,113.18,1358.16,"25mm Ball Rail, Unwind Rolls",0,", 12x211.302,",,,
Purchase Order,6/16/23,9/15/23,54942,"AAP Automation, Inc.",GF12,"R164510341 L-1140mm T-30mm (15mm Ball Rail, assy 340, spout lift and spout seal)",4,4,466.46,1865.84,"15mm Ball Rail, assy 340, spout lift and spout seal",0,", 4x341.301,",,,
Purchase Order,6/16/23,9/15/23,54942,"AAP Automation, Inc.",GF12,"R164510341 L-1740mm T-30mm (15mm Ball Rail, assy 113, spout adjustment)",4,4,693.76,2775.04,"15mm Ball Rail, assy 113, spout adjustment",0,", 4x113.301,",,,
Purchase Order,6/16/23,9/15/23,54942,"AAP Automation, Inc.",GF12,"R164510341 L-356mm T-28mm (15mm Ball Rail, assy 640, pick n place)",4,4,148.24,592.96,"15mm Ball Rail, assy 640, pick n place",0,", 2x650.302, 2x660.302,",,,
Purchase Order,6/16/23,9/15/23,54942,"AAP Automation, Inc.",GF12,R164510341 L-400mm T-20mm (.400 Side Rail THREE SHORT option),24,24,170.97,4103.28,.400 Side Rail THREE SHORT option,0,", 24x472.301,",,,
Purchase Order,6/16/23,9/15/23,54942,"AAP Automation, Inc.",GF12,"R164510341 L-615mm T-37.5mm (15mm Ball Rail, assy 250, compensator)",4,4,261.89,1047.56,"15mm Ball Rail, assy 250, compensator",0,", 2x250.302,",,,
Purchase Order,6/16/23,9/15/23,54942,"AAP Automation, Inc.",GF12,"R164510341 L-680mm T-10mm (15mm Ball Rail, assy 114, cross seal adjustment)",4,4,284.62,1138.48,"15mm Ball Rail, assy 114, cross seal adjustment",0,", 2x114.301, 2x115.302,",,,
Purchase Order,6/16/23,9/15/23,54942,"AAP Automation, Inc.",GF12,"R164520341 L-1926mm  T-33mm (25mm Ball Rail, Cap Bowl)",2,2,791.65,1583.3,"25mm Ball Rail, Cap Bowl",0,", 2x610.301,",,,
Purchase Order,6/16/23,9/15/23,54942,"AAP Automation, Inc.",GF12,"R164520341 L-2120mm T-10mm (25mm Ball Rail, Spout Bowl)",2,2,862.49,1724.98,"25mm Ball Rail, Spout Bowl",0,", 2x310.301,",,,
Purchase Order,6/16/23,9/15/23,54942,"AAP Automation, Inc.",GF12,R162219320 (15mm runner block),16,16,103.74,1659.84,15mm runner block,0,", 4x340.301, 8x530.301, 4x640",,,
Purchase Order,6/16/23,9/15/23,54942,"AAP Automation, Inc.",GF12,"R165111320 (BRL GOTO Runner Block, steel Standard Width)",24,24,109.2142,2621.14,"BRL GOTO Runner Block, steel Standard Width",0,", 24x415.301,",,,
Purchase Order,6/16/23,9/15/23,54942,"AAP Automation, Inc.",GF12,"R165119370 (15mm runner block, flanged)",16,16,147.44,2359.04,"15mm runner block, flanged",0,"8x342.301,4x343.301,4x344.301",,,
Purchase Order,6/16/23,9/15/23,54942,"AAP Automation, Inc.",GF12,"R165129420 (BRL GOTO Runner Block, Size 25, Steel, Standard Width)",30,30,138.6792,4160.38,"BRL GOTO Runner Block, Size 25, Steel, Standard Width",0,"6x130,12x220,4x230,320,620",,,
Purchase Order,6/16/23,9/15/23,54942,"AAP Automation, Inc.",GF12,"R166619420 (15mm runner block, short)",20,20,79.04,1580.8,"15mm runner block, short",0,"6x243,6x244,2x250,650,660",,,
Purchase Order,6/22/23,6/22/23,54958,"AAP Automation, Inc.",GF12,"ITV2050-312N4 ( ITV electro-pneumatic regulator, analog)",4,4,348.6,1394.4," ITV electro-pneumatic regulator, analog",0,"GF12.300, GF12.200",,,
Purchase Order,6/26/23,7/5/23,54963,Amazon,GF12 / SHOP,Misc (Misc Item),1,0,118.79,118.79,Misc Item,118.79,Powers,,,
Purchase Order,6/28/23,7/26/23,54968,"AAP Automation, Inc.",GF12,3842528718 (BRX GOTO T-HEAD BOLT HS10-M8X25Fastening parts: t-bolts),350,350,0.7714,269.99,BRX GOTO T-HEAD BOLT HS10-M8X25Fastening parts: t-bolts,0,GF12,,,
Purchase Order,6/28/23,7/26/23,54968,"AAP Automation, Inc.",GF12,"3842528735 (BRX T-BLOCK, 10MM, M8)",100,100,0.9857,98.57,"BRX T-BLOCK, 10MM, M8",0,GF12,,,
Purchase Order,6/28/23,7/26/23,54968,"AAP Automation, Inc.",GF12,"3842528738 (BRX GOTO 10mm T-block, M6)",25,25,0.9857,24.64,"BRX GOTO 10mm T-block, M6",0,GF12,,,
Purchase Order,6/28/23,7/26/23,54968,"AAP Automation, Inc.",GF12,"3842530281 (BRX T-NUT, 10MM, M4)",150,150,0.6429,96.44,"BRX T-NUT, 10MM, M4",0,GF12,,,
Purchase Order,6/28/23,7/26/23,54968,"AAP Automation, Inc.",GF12,"3842530283 (BRX T-NUT, 10MM, M5)",50,50,0.6429,32.15,"BRX T-NUT, 10MM, M5",0,GF12,,,
Purchase Order,6/28/23,7/26/23,54968,"AAP Automation, Inc.",GF12,"3842530285 (BRX T-NUT, 10MM, M6)",500,500,0.6429,321.45,"BRX T-NUT, 10MM, M6",0,GF12,,,
Purchase Order,6/28/23,7/26/23,54968,"AAP Automation, Inc.",GF12,"3842530287 (BRX T-NUT, 10MM, M8)",500,500,0.6429,321.45,"BRX T-NUT, 10MM, M8",0,GF12,,,
Purchase Order,6/28/23,7/26/23,54968,"AAP Automation, Inc.",GF12,"3842548840 (BRX GOTO VARIOFIX BLOCK S,N10,40/45,GREYFixing elements: variofix block)",300,300,3.9,1170,"BRX GOTO VARIOFIX BLOCK S,N10,40/45,GREYFixing elements: variofix block",0,GF12,,,
Purchase Order,6/29/23,7/20/23,54970,Ron Grob Company,GF12,Misc (Misc Item),77,77,15.26127,1175.12,Misc Item,0,,,,
Purchase Order,7/10/23,9/11/23,54979,"Zimmer Group US, Inc.",GF12,GK35N-B (ANGULAR GRIPPER),2,2,709.4,1418.8,ANGULAR GRIPPER,0,".650, .660",,,
Purchase Order,7/10/23,9/11/23,54979,"Zimmer Group US, Inc.",GF12,MKS2505AK (MKS Series Pneumatic Clamp (ZIMMER GROUP)),8,8,455,3640,MKS Series Pneumatic Clamp (ZIMMER GROUP),0,".320, .620",,,
