Type,Date,Num,Source-Name,Part-Num,Item-Description,Location,Unit-Qty,Unit-Price,Cost,Cat1
Purchase Order,2023-08-24,55087.0,McMaster-Carr Supply Co.,2977N119,"Rounded Machine Key 316 Stainless Steel, 7 mm x 8 mm, 35 mm Long",422.305,6.0,6.04,36.24,Side Seal Station
Purchase Order,2023-08-24,55087.0,McMaster-Carr Supply Co.,2977N119,"Rounded Machine Key 316 Stainless Steel, 7 mm x 8 mm, 35 mm Long",512.305,2.0,6.04,12.08,Cross Seal Station
Purchase Order,2023-08-24,55087.0,McMaster-Carr Supply Co.,2977N119,"Rounded Machine Key 316 Stainless Steel, 7 mm x 8 mm, 35 mm Long",522.305,2.0,6.04,12.08,Cross Seal Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",300150M,Dorner M6-1.0 Two hole drop in T-bar,332.305,8.0,9.89,79.12,Spout Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",300150M,Dorner M6-1.0 Two hole drop in T-bar,333.305,8.0,9.89,79.12,Spout Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",300150M,Dorner M6-1.0 Two hole drop in T-bar,334.306,4.0,9.89,39.56,Spout Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",300150M,Dorner M6-1.0 Two hole drop in T-bar,632.312,8.0,9.89,79.12,Cap Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",300150M,Dorner M6-1.0 Two hole drop in T-bar,633.312,8.0,9.89,79.12,Cap Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",300150M,Dorner M6-1.0 Two hole drop in T-bar,634.308,4.0,9.89,39.56,Cap Station
<Stock>,,,,3022276,CLIPFIX 35-5 - End clamp,001.372,15.0,0.0,0.0,Main Controls
<Stock>,,,,3022276,CLIPFIX 35-5 - End clamp,002.323,8.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,3022276,CLIPFIX 35-5 - End clamp,003.317,2.0,0.0,0.0,Spout Station
<Stock>,,,,3022276,CLIPFIX 35-5 - End clamp,004.334,4.0,0.0,0.0,Side Seal Station
<Stock>,,,,3022276,CLIPFIX 35-5 - End clamp,005.313,2.0,0.0,0.0,Cross Seal Station
<Stock>,,,,3022276,CLIPFIX 35-5 - End clamp,006.327,2.0,0.0,0.0,Cap Station
<Stock>,,,,3022276,CLIPFIX 35-5 - End clamp,007.308,4.0,0.0,0.0,Spout Station
<Stock>,,,,3022276,CLIPFIX 35-5 - End clamp,008.308,4.0,0.0,0.0,Cap Station
<Stock>,,,,3030161,Plug-in bridge - FBS 2-5,001.393,2.0,0.0,0.0,Main Controls
<Stock>,,,,3030161,Plug-in bridge - FBS 2-5,002.349,1.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,3030336,"FBS 2-6; PLUG-IN BRIDGE, 2-POSITION, 6.2MM PITCH, RED",001.396,3.0,0.0,0.0,Main Controls
<Stock>,,,,3030336,"FBS 2-6; PLUG-IN BRIDGE, 2-POSITION, 6.2MM PITCH, RED",002.351,3.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,3030336,"FBS 2-6; PLUG-IN BRIDGE, 2-POSITION, 6.2MM PITCH, RED",004.322,1.0,0.0,0.0,Side Seal Station
<Stock>,,,,3030336,"FBS 2-6; PLUG-IN BRIDGE, 2-POSITION, 6.2MM PITCH, RED",005.323,4.0,0.0,0.0,Cross Seal Station
<Stock>,,,,3030336,"FBS 2-6; PLUG-IN BRIDGE, 2-POSITION, 6.2MM PITCH, RED",007.324,3.0,0.0,0.0,Spout Station
<Stock>,,,,3030336,"FBS 2-6; PLUG-IN BRIDGE, 2-POSITION, 6.2MM PITCH, RED",008.324,3.0,0.0,0.0,Cap Station
<Stock>,,,,3030513,"End cover - D-ST 2,5-QUATTRO-0,8 OG",002.354,1.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,3030873,"RB ST 10-(2,5/4) - Reducing bridge",001.373,6.0,0.0,0.0,Main Controls
Purchase Order,2023-07-27,55018.0,Alexandria Precision,303A07500R6,"303 TG&P - .750"" diameter x 6' long, O.D tolerance -.0005""",,40.0,85.05,3402.0,
Purchase Order,2023-10-24,55225.0,Alexandria Precision,303A07500R6,"303 TG&P - .750"" diameter x 6' long, O.D tolerance -.0005""",,5.0,85.05,425.25,
Purchase Order,2023-07-27,55018.0,Alexandria Precision,303A08MMR6,"303 TG&P - 8mm diameter x 6' long   O.D tolerance -.0005""",,1.0,28.47,28.47,
Purchase Order,2023-07-27,55018.0,Alexandria Precision,303A10000R6,"303 TG&P - 1.00"" diameter x 6' long   O.D tolerance -.0005""",,2.0,132.03,264.06,
Purchase Order,2023-07-27,55018.0,Alexandria Precision,303A12MMR6,"303 TG&P - 12mm diameter x 6' long   O.D tolerance -.0005""",,8.0,48.52,388.16,
Purchase Order,2023-07-27,55018.0,Alexandria Precision,303A14MMR6,"303 TG&P - 14mm diameter x 6' long   O.D tolerance -.0005""",,1.0,55.91,55.91,
Purchase Order,2023-07-27,55018.0,Alexandria Precision,303A20MMR6,"303 TG&P - 20mm diameter x 6' long   O.D tolerance -.0005""",,1.0,100.32,100.32,
Purchase Order,2023-08-23,55090.0,Alexandria Precision,303A35MMR3,"303 Stainless TG&P - 35mm x 36""",,1.0,118.79,118.79,
Purchase Order,2023-07-27,55018.0,Alexandria Precision,303A35MMR6,"303 TG&P - 35mm diameter x 6' long   O.D tolerance -.0005""",,2.0,227.76,455.52,
Purchase Order,2023-08-24,55087.0,McMaster-Carr Supply Co.,3088A064,"1008-1010 Carbon Steel Ring Shims 0.5 mm Thick, 8 mm ID, 100pk",346.310,4.0,0.0943,0.3772,Spout Station
Purchase Order,2023-08-24,55087.0,McMaster-Carr Supply Co.,3088A064,"1008-1010 Carbon Steel Ring Shims 0.5 mm Thick, 8 mm ID, 100pk",<Extra>,96.0,0.0943,9.0528,
Purchase Order,2023-08-24,55087.0,McMaster-Carr Supply Co.,3088A07,"1008-1010 Carbon Steel Ring Shims 0.5 mm Thick, 20 mm ID, 50k",341.322,6.0,0.2286,1.3716,Spout Station
Purchase Order,2023-08-24,55087.0,McMaster-Carr Supply Co.,3088A07,"1008-1010 Carbon Steel Ring Shims 0.5 mm Thick, 20 mm ID, 50k",<Extra>,44.0,0.2286,10.0584,
Purchase Order,2023-08-24,55087.0,McMaster-Carr Supply Co.,3088A302,"1008-1010 Carbon Steel Ring Shims, 2 mm Thick, 20 mm ID, 25pk",<Extra>,100.0,0.36,36.0,
Purchase Order,2023-10-17,55215.0,McMaster-Carr Supply Co.,3088A302,"1008-1010 Carbon Steel Ring Shims, 2 mm Thick, 20 mm ID, 25pk",<Extra>,25.0,0.36,9.0,
Purchase Order,2023-07-19,54998.0,Valin Corporation,30DJKGD012D,WATLOW THERMAL COUPLE,342.305,2.0,48.45,96.9,Spout Station
Purchase Order,2023-07-19,54998.0,Valin Corporation,30DJKGD012D,WATLOW THERMAL COUPLE,<Extra>,2.0,48.45,96.9,
<Stock>,,,,3113771,"End cover for PT 1,5/S-3L, Gray, D-PT 1,5/S-3L",001.374,1.0,0.0,0.0,Main Controls
Purchase Order,2023-08-24,55087.0,McMaster-Carr Supply Co.,3185K64,"Continuous-Flex Plastic Conduit Fitting Straight, for 0.84"" OD Snap-in Female x 1/2 NPT Male",342.319,2.0,7.25,14.5,Spout Station
Purchase Order,2023-10-27,55253.0,McMaster-Carr Supply Co.,3185K68,"Continuous-Flex Plastic Conduit Fitting Straight, for 1.36"" OD Snap-in Female x 1 NPT Male",,1.0,22.06,22.06,
<Stock>,,,,3208126,"Feed-through terminal block - PT 1,5/S BU",002.355,4.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,3208126,"Feed-through terminal block - PT 1,5/S BU",004.324,1.0,0.0,0.0,Side Seal Station
<Stock>,,,,3208126,"Feed-through terminal block - PT 1,5/S BU",007.326,4.0,0.0,0.0,Spout Station
<Stock>,,,,3208126,"Feed-through terminal block - PT 1,5/S BU",008.326,4.0,0.0,0.0,Cap Station
<Stock>,,,,3208208,"Four-conductor terminal block, PT 1,5/S-QUATTRO BU",001.375,24.0,0.0,0.0,Main Controls
<Stock>,,,,3208208,"Four-conductor terminal block, PT 1,5/S-QUATTRO BU",003.321,4.0,0.0,0.0,Spout Station
<Stock>,,,,3208208,"Four-conductor terminal block, PT 1,5/S-QUATTRO BU",004.312,8.0,0.0,0.0,Side Seal Station
<Stock>,,,,3208208,"Four-conductor terminal block, PT 1,5/S-QUATTRO BU",005.314,3.0,0.0,0.0,Cross Seal Station
<Stock>,,,,3208208,"Four-conductor terminal block, PT 1,5/S-QUATTRO BU",006.316,4.0,0.0,0.0,Cap Station
<Stock>,,,,3208208,"Four-conductor terminal block, PT 1,5/S-QUATTRO BU",007.310,6.0,0.0,0.0,Spout Station
<Stock>,,,,3208208,"Four-conductor terminal block, PT 1,5/S-QUATTRO BU",008.310,6.0,0.0,0.0,Cap Station
<Stock>,,,,3208979,"D-PT 4-QUATTRO; END COVER, GY",001.376,11.0,0.0,0.0,Main Controls
<Stock>,,,,3208979,"D-PT 4-QUATTRO; END COVER, GY",002.324,3.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,3208979,"D-PT 4-QUATTRO; END COVER, GY",004.335,4.0,0.0,0.0,Side Seal Station
<Stock>,,,,3208979,"D-PT 4-QUATTRO; END COVER, GY",005.315,4.0,0.0,0.0,Cross Seal Station
<Stock>,,,,3208979,"D-PT 4-QUATTRO; END COVER, GY",007.309,3.0,0.0,0.0,Spout Station
<Stock>,,,,3208979,"D-PT 4-QUATTRO; END COVER, GY",008.309,3.0,0.0,0.0,Cap Station
<Stock>,,,,3209581,"Feed-through terminal block - PT 2,5-QUATTRO BU",001.377,3.0,0.0,0.0,Main Controls
<Stock>,,,,3209581,"Feed-through terminal block - PT 2,5-QUATTRO BU",002.325,2.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,3211797,"PT 4-QUATTRO; Feed-through terminal block, 32A, 24..10AWG, GY",001.378,14.0,0.0,0.0,Main Controls
<Stock>,,,,3211797,"PT 4-QUATTRO; Feed-through terminal block, 32A, 24..10AWG, GY",002.326,6.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,3211797,"PT 4-QUATTRO; Feed-through terminal block, 32A, 24..10AWG, GY",003.322,1.0,0.0,0.0,Spout Station
<Stock>,,,,3211797,"PT 4-QUATTRO; Feed-through terminal block, 32A, 24..10AWG, GY",004.313,5.0,0.0,0.0,Side Seal Station
<Stock>,,,,3211797,"PT 4-QUATTRO; Feed-through terminal block, 32A, 24..10AWG, GY",005.316,8.0,0.0,0.0,Cross Seal Station
<Stock>,,,,3211797,"PT 4-QUATTRO; Feed-through terminal block, 32A, 24..10AWG, GY",006.317,1.0,0.0,0.0,Cap Station
<Stock>,,,,3211797,"PT 4-QUATTRO; Feed-through terminal block, 32A, 24..10AWG, GY",007.311,6.0,0.0,0.0,Spout Station
<Stock>,,,,3211797,"PT 4-QUATTRO; Feed-through terminal block, 32A, 24..10AWG, GY",008.311,6.0,0.0,0.0,Cap Station
<Stock>,,,,3211809,"Ground modular terminal block, PT 4-QUATTRO-PE, 24..10AWG, GNYE",003.327,1.0,0.0,0.0,Spout Station
<Stock>,,,,3211809,"Ground modular terminal block, PT 4-QUATTRO-PE, 24..10AWG, GNYE",004.314,1.0,0.0,0.0,Side Seal Station
<Stock>,,,,3211809,"Ground modular terminal block, PT 4-QUATTRO-PE, 24..10AWG, GNYE",005.324,2.0,0.0,0.0,Cross Seal Station
<Stock>,,,,3211809,"Ground modular terminal block, PT 4-QUATTRO-PE, 24..10AWG, GNYE",006.323,1.0,0.0,0.0,Cap Station
<Stock>,,,,3211809,"Ground modular terminal block, PT 4-QUATTRO-PE, 24..10AWG, GNYE",007.327,2.0,0.0,0.0,Spout Station
<Stock>,,,,3211809,"Ground modular terminal block, PT 4-QUATTRO-PE, 24..10AWG, GNYE",008.327,2.0,0.0,0.0,Cap Station
<Stock>,,,,3212057,D-PT 10 - End cover,001.379,6.0,0.0,0.0,Main Controls
<Stock>,,,,3212120,"Feed-through terminal block, 57A, 20..6AWG, GY, PT 10",001.380,6.0,0.0,0.0,Main Controls
<Stock>,,,,3213014,"Plug-in bridge - FBS 2-3,5, 17.5A",001.394,9.0,0.0,0.0,Main Controls
<Stock>,,,,3213014,"Plug-in bridge - FBS 2-3,5, 17.5A",004.320,1.0,0.0,0.0,Side Seal Station
<Stock>,,,,3213014,"Plug-in bridge - FBS 2-3,5, 17.5A",007.322,2.0,0.0,0.0,Spout Station
<Stock>,,,,3213014,"Plug-in bridge - FBS 2-3,5, 17.5A",008.322,2.0,0.0,0.0,Cap Station
<Stock>,,,,3213027,"Plug-in bridge, RD, FBS 3-3,5",004.326,2.0,0.0,0.0,Side Seal Station
<Stock>,,,,3213027,"Plug-in bridge, RD, FBS 3-3,5",005.326,2.0,0.0,0.0,Cross Seal Station
<Stock>,,,,3213726,"Multi-level terminal block - PT 1,5/S-3L BU",001.381,40.0,0.0,0.0,Main Controls
<Stock>,,,,3270145,"Potential distributors - PTRV 8-PV /BU, 32 POSITION, 26-14AWG, 10A",001.382,6.0,0.0,0.0,Main Controls
<Stock>,,,,3270145,"Potential distributors - PTRV 8-PV /BU, 32 POSITION, 26-14AWG, 10A",002.327,3.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,3270145,"Potential distributors - PTRV 8-PV /BU, 32 POSITION, 26-14AWG, 10A",003.323,2.0,0.0,0.0,Spout Station
<Stock>,,,,3270145,"Potential distributors - PTRV 8-PV /BU, 32 POSITION, 26-14AWG, 10A",006.318,2.0,0.0,0.0,Cap Station
<Stock>,,,,3270154,"D-PTRV 8 WH 1-8, SEPARATING PLATE FOR 32 POS MARSHALLING TERMINAL BLOCK",001.383,6.0,0.0,0.0,Main Controls
<Stock>,,,,3270154,"D-PTRV 8 WH 1-8, SEPARATING PLATE FOR 32 POS MARSHALLING TERMINAL BLOCK",002.328,2.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,3270154,"D-PTRV 8 WH 1-8, SEPARATING PLATE FOR 32 POS MARSHALLING TERMINAL BLOCK",003.324,2.0,0.0,0.0,Spout Station
<Stock>,,,,3270154,"D-PTRV 8 WH 1-8, SEPARATING PLATE FOR 32 POS MARSHALLING TERMINAL BLOCK",006.320,2.0,0.0,0.0,Cap Station
Purchase Order,2023-06-08,54924.0,"AAP Automation, Inc.",32EDM48-0300202A010102,Dorner Belted End Drive Conveyor 6/26/2023 00:00:00  3200 Series Belted end drive conveyor with ...,820.303,1.0,4472.66,4472.66,Delivery/Cutoff Station
Purchase Order,2023-06-08,54924.0,"AAP Automation, Inc.",32MBPSA-2016,"3200 & LPZ Series standard load bottom mounting package for an end drive conveyor, mounted in th...",820.304,1.0,666.08,666.08,Delivery/Cutoff Station
Purchase Order,2023-08-23,55079.0,Motion Industries,33409-01-300,"Ball Bearing Sealed with Extended Inner Ring, for 1"" Shaft Diameter",216.307,4.0,14.96,59.84,Unwind/Punch Station
Purchase Order,2023-10-30,55262.0,McMaster-Carr Supply Co.,3388N16,"Clamping Two-Piece Shaft Collar for 10mm Diameter, Chrome Plated 1215 Carbon Steel",241.308,3.0,14.83,44.49,Unwind/Punch Station
Purchase Order,2023-10-30,55262.0,McMaster-Carr Supply Co.,3388N17,"Clamping Two-Piece Shaft Collar for 12mm Diameter, Chrome Plated 1215 Carbon Steel",341.337,8.0,16.03,128.24,Spout Station
Purchase Order,2023-10-30,55262.0,McMaster-Carr Supply Co.,3388N17,"Clamping Two-Piece Shaft Collar for 12mm Diameter, Chrome Plated 1215 Carbon Steel",640.332,4.0,16.03,64.12,Cap Station
Purchase Order,2023-10-30,55262.0,McMaster-Carr Supply Co.,3388N21,"Clamping Two-Piece Shaft Collar for 16mm Diameter, Chrome Plated 1215 Carbon Steel",470.326,12.0,17.98,215.76,Side Seal Station
Purchase Order,2023-08-23,55079.0,Motion Industries,34LM012P5,"Clamping Shaft Collarfor 12 mm Diameter, Black-Oxide 1215 Carbon Steel",470.302,9.0,1.73,15.57,Side Seal Station
Purchase Order,2023-08-23,55079.0,Motion Industries,34LM012P5,"Clamping Shaft Collarfor 12 mm Diameter, Black-Oxide 1215 Carbon Steel",530.312,1.0,1.73,1.73,Cross Seal Station
Purchase Order,2023-08-23,55079.0,Motion Industries,34LM012P5,"Clamping Shaft Collarfor 12 mm Diameter, Black-Oxide 1215 Carbon Steel",640.324,1.0,1.73,1.73,Cap Station
Purchase Order,2023-09-27,55171.0,Motion Industries,34LM012P5,"Clamping Shaft Collarfor 12 mm Diameter, Black-Oxide 1215 Carbon Steel",<Extra>,0.0,1.73,0.0,
Purchase Order,2023-08-23,55079.0,Motion Industries,34LM014P5,"Carbon Steel Set Screw Collar for 14 mm Shaft Diameter, DIN 705",<Extra>,3.0,3.51,10.53,
Purchase Order,2023-11-08,55277.0,McMaster-Carr Supply Co.,3794K511,"Blowgun with Nonmarring Tip, Lever Control, 1"" Nozzle Length",,1.0,15.36,15.36,
Purchase Order,2023-08-23,55083.0,WM Berg,37TB-104,"BERG Pulley Belt, 99.06mm Long",,0.0,62.6,0.0,
Purchase Order,2023-08-23,55083.0,WM Berg,37TB-105,"BERG Pulley Belt, 1000.125mm Long",,0.0,63.21,0.0,
Purchase Order,2023-08-23,55083.0,WM Berg,37TB-130,"BERG Pulley Belt, 1238.25mm Long",,0.0,69.16,0.0,
Purchase Order,2023-08-23,55083.0,WM Berg,37TB-136,"BERG Pulley Belt, 1295.4mm Long",,0.0,72.35,0.0,
Purchase Order,2023-08-23,55083.0,WM Berg,37TB-160,"BERG Pulley Belt, 1524.0mm Long",,0.0,80.4,0.0,
Purchase Order,2023-08-23,55083.0,WM Berg,37TB-165,"BERG Pulley Belt, 1524mm Long",,0.0,191.85,0.0,
Purchase Order,2023-08-23,55083.0,WM Berg,37TB-78,"BERG Pulley Belt, 742.95mm Long",,0.0,97.4,0.0,
Purchase Order,2023-08-23,55083.0,WM Berg,37TB-80,"BERG Pulley Belt, 762mm Long",,0.0,48.15,0.0,
Purchase Order,2023-08-23,55083.0,WM Berg,37TP108-17,"BERG Pulley, 8mm Bore",,0.0,191.85,0.0,
Purchase Order,2023-08-23,55083.0,WM Berg,37TP108-17,"BERG Pulley, 8mm Bore",,0.0,191.85,0.0,
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",3842516715,BRX FOLDING DOOR KIT,124.306,4.0,14.04,56.16,Main Frame
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",3842516715,BRX FOLDING DOOR KIT,126.306,4.0,14.04,56.16,Main Frame
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",3842516715,BRX FOLDING DOOR KIT,127.306,4.0,14.04,56.16,Main Frame
Purchase Order,2024-01-05,55350.0,"AAP Automation, Inc.",3842516715,BRX FOLDING DOOR KIT,<Extra>,3.0,14.17,42.51,
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",3842523578,BRX GUSSET 90X90 W/FASTNR 10-10MM,241.304,4.0,19.06,76.24,Unwind/Punch Station
Purchase Order,2023-09-27,55169.0,"AAP Automation, Inc.",3842523578,BRX GUSSET 90X90 W/FASTNR 10-10MM,400.301,1.0,19.06,19.06,Side Seal Station
Purchase Order,2023-09-27,55169.0,"AAP Automation, Inc.",3842523578,BRX GUSSET 90X90 W/FASTNR 10-10MM,<Extra>,2.0,19.06,38.12,
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",3842525766,BRX LARGE STRAP HANDLE,<Extra>,0.0,7.33,0.0,
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842528718,BRX GOTO T-HEAD BOLT HS10-M8X25Fastening parts: t-bolts,117.301,348.0,0.77,267.96,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842528718,BRX GOTO T-HEAD BOLT HS10-M8X25Fastening parts: t-bolts,<Extra>,2.0,0.77,1.54,
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842528735,"BRX T-BLOCK, 10MM, M8",241.303,2.0,0.99,1.98,Unwind/Punch Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842528735,"BRX T-BLOCK, 10MM, M8",331.308,4.0,0.99,3.96,Spout Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842528735,"BRX T-BLOCK, 10MM, M8",540.301,12.0,0.99,11.879999999999999,Cross Seal Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842528735,"BRX T-BLOCK, 10MM, M8",631.308,4.0,0.99,3.96,Cap Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842528735,"BRX T-BLOCK, 10MM, M8",710.302,8.0,0.99,7.92,Delivery/Cutoff Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842528735,"BRX T-BLOCK, 10MM, M8",<Extra>,70.0,0.99,69.3,
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842528738,"BRX GOTO 10mm T-block, M6",213.303,2.0,0.99,1.98,Unwind/Punch Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842528738,"BRX GOTO 10mm T-block, M6",740.301,4.0,0.99,3.96,Delivery/Cutoff Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842528738,"BRX GOTO 10mm T-block, M6",<Extra>,19.0,0.99,18.81,
<Stock>,,,,3842529323,Swivel-in M6 sliding block T-Slot N10,140.318,1.0,0.0,0.0,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530281,"BRX T-NUT, 10MM, M4",121.302,28.0,0.64,17.92,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530281,"BRX T-NUT, 10MM, M4",124.302,16.0,0.64,10.24,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530281,"BRX T-NUT, 10MM, M4",125.302,16.0,0.64,10.24,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530281,"BRX T-NUT, 10MM, M4",126.302,16.0,0.64,10.24,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530281,"BRX T-NUT, 10MM, M4",127.302,16.0,0.64,10.24,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530281,"BRX T-NUT, 10MM, M4",128.302,16.0,0.64,10.24,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530281,"BRX T-NUT, 10MM, M4",217.310,4.0,0.64,2.56,Unwind/Punch Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530281,"BRX T-NUT, 10MM, M4",218.305,8.0,0.64,5.12,Unwind/Punch Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530281,"BRX T-NUT, 10MM, M4",260.304,16.0,0.64,10.24,Unwind/Punch Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530281,"BRX T-NUT, 10MM, M4",<Extra>,14.0,0.64,8.96,
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530283,"BRX T-NUT, 10MM, M5",118.304,2.0,0.64,1.28,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530283,"BRX T-NUT, 10MM, M5",119.305,2.0,0.64,1.28,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530283,"BRX T-NUT, 10MM, M5",180.306,13.0,0.64,8.32,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530283,"BRX T-NUT, 10MM, M5",214.306,4.0,0.64,2.56,Unwind/Punch Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530283,"BRX T-NUT, 10MM, M5",217.319,4.0,0.64,2.56,Unwind/Punch Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530283,"BRX T-NUT, 10MM, M5",219.304,6.0,0.64,3.84,Unwind/Punch Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530283,"BRX T-NUT, 10MM, M5",530.315,2.0,0.64,1.28,Cross Seal Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530283,"BRX T-NUT, 10MM, M5",640.305,10.0,0.64,6.4,Cap Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530283,"BRX T-NUT, 10MM, M5",<Extra>,7.0,0.64,4.48,
Purchase Order,2023-09-12,55147.0,"AAP Automation, Inc.",3842530283,"BRX T-NUT, 10MM, M5",<Extra>,200.0,0.64,128.0,
Purchase Order,2023-09-27,55169.0,"AAP Automation, Inc.",3842530283,"BRX T-NUT, 10MM, M5",<Extra>,150.0,0.64,96.0,
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",113.302,120.0,0.64,76.8,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",114.302,24.0,0.64,15.36,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",115.301,24.0,0.64,15.36,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",116.301,56.0,0.64,35.84,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",122.302,12.0,0.64,7.68,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",140.302,2.0,0.64,1.28,Main Frame
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",211.303,36.0,0.64,23.04,Unwind/Punch Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",216.309,8.0,0.64,5.12,Unwind/Punch Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",241.315,28.0,0.64,17.92,Unwind/Punch Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",310.302,40.0,0.64,25.6,Spout Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",332.304,12.0,0.64,7.68,Spout Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",333.304,12.0,0.64,7.68,Spout Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",334.304,8.0,0.64,5.12,Spout Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",341.308,48.0,0.64,30.72,Spout Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",346.313,8.0,0.64,5.12,Spout Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",470.312,32.0,0.64,20.48,Side Seal Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",632.311,12.0,0.64,7.68,Cap Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",633.311,12.0,0.64,7.68,Cap Station
Purchase Order,2023-06-28,54968.0,"AAP Automation, Inc.",3842530285,"BRX T-NUT, 10MM, M6",750.312,2.0,0.64,1.28,Delivery/Cutoff Station
